loan_id,origination_month,original_balance,interest_rate,loan_term_months,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage_year
LN0000237,2022-06,204000,7.25,180,660-699,91-95,44-50,RI,Refinance,Primary,Multi-Family,ServicerA,2022
LN0000238,2018-02,91000,3.375,360,<620,96-100,>50,NV,Purchase,Primary,PUD,ServicerA,2018
LN0000239,2020-03,298000,2.25,240,740-779,<=60,,ID,Purchase,Primary,Multi-Family,ServicerB,2020
LN0000240,2022-05,91000,4.0,360,620-659,<=60,44-50,NE,Refinance,Primary,Single Family,ServicerB,2022
LN0000241,2018-02,210000,5.625,120,780+,<=60,>50,ID,Purchase,Primary,Single Family,ServicerD,2018
LN0000242,2022-07,260000,2.25,360,780+,<=60,44-50,NH,Purchase,Primary,Condo,ServicerC,2022
LN0000243,2020-12,201000,2.875,360,780+,81-90,>50,NH,Purchase,Primary,Co-op,ServicerA,2020
LN0000244,2020-07,309000,3.25,360,660-699,96-100,37-43,RI,Purchase,Primary,PUD,ServicerA,2020
LN0000245,2022-09,148000,6.63,180,<620,<=60,44-50,NH,Purchase,Primary,PUD,ServicerE,2022
LN0000246,2018-07,100000,2.99,360,780+,<=60,44-50,WY,Cash-Out Refinance,Primary,Multi-Family,ServicerE,2018
LN0000247,2022-04,243000,3.5,360,700-739,<=60,29-36,WY,Purchase,Primary,Co-op,ServicerE,2022
LN0000248,2020-01,73000,3.875,360,780+,<=60,44-50,DE,Purchase,Primary,PUD,ServicerA,2020
LN0000249,2021-01,110000,3.25,240,780+,<=60,37-43,RI,Purchase,Primary,Single Family,ServicerE,2021
LN0000250,2022-09,69000,2.5,180,,91-95,29-36,SD,Purchase,Investment,Multi-Family,ServicerC,2022
LN0000251,2019-06,81000,4.75,240,660-699,61-70,37-43,ND,Purchase,Primary,Single Family,ServicerB,2019
LN0000252,2021-02,321000,4.375,360,700-739,61-70,>50,SD,Purchase,Primary,Multi-Family,ServicerC,2021
LN0000253,2020-10,190000,3.625,360,780+,81-90,37-43,NE,Refinance,Primary,Co-op,ServicerA,2020
LN0000254,2020-11,232000,2.875,240,660-699,61-70,37-43,AK,Refinance,Primary,Single Family,ServicerC,2020
LN0000255,2018-12,206000,7.375,360,620-659,<=60,>50,DE,Purchase,Primary,Multi-Family,ServicerD,2018
LN0000256,2020-09,242000,3.0,180,,71-80,44-50,SD,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2020
LN0000257,2020-11,169000,2.75,360,780+,81-90,44-50,ID,Cash-Out Refinance,Primary,Condo,ServicerB,2020
LN0000258,2021-06,636000,2.99,360,740-779,71-80,37-43,NE,Purchase,Primary,Condo,ServicerB,2021
LN0000259,2021-12,278000,3.125,360,700-739,>100,44-50,KS,Cash-Out Refinance,Primary,Condo,ServicerD,2021
LN0000260,2020-09,131000,5.75,180,620-659,81-90,37-43,DE,Cash-Out Refinance,Primary,PUD,ServicerE,2020
LN0000261,2019-04,186000,2.49,120,740-779,<=60,<=28,KS,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2019
LN0000262,2021-11,238000,3.74,240,780+,<=60,37-43,MT,Refinance,Primary,Condo,ServicerD,2021
LN0000263,2021-11,92000,6.125,360,620-659,61-70,44-50,SD,Refinance,Primary,Condo,ServicerC,2021
LN0000264,2019-10,194000,2.5,360,700-739,<=60,44-50,MT,Refinance,Primary,Condo,ServicerC,2019
LN0000265,2022-05,203000,3.25,240,780+,<=60,37-43,WY,Purchase,Primary,Co-op,ServicerD,2022
LN0000266,2021-09,371000,4.25,180,740-779,81-90,44-50,SD,Cash-Out Refinance,Primary,Multi-Family,ServicerE,2021
LN0000267,2018-05,76000,3.25,360,740-779,81-90,37-43,WY,Purchase,Primary,PUD,ServicerD,2018
LN0000268,2020-04,48000,5.125,360,740-779,81-90,37-43,NM,Refinance,Primary,Multi-Family,ServicerA,2020
LN0000269,2021-10,112000,7.125,180,660-699,81-90,<=28,NE,Refinance,Primary,PUD,ServicerB,2021
LN0000270,2022-11,125000,7.375,120,660-699,96-100,44-50,MT,Refinance,Primary,Single Family,ServicerD,2022
LN0000271,2020-08,1134000,3.5,360,740-779,91-95,37-43,DE,Purchase,Primary,PUD,ServicerE,2020
LN0000272,2021-08,114000,6.25,360,740-779,<=60,>50,AK,Refinance,Primary,PUD,ServicerC,2021
LN0000273,2019-09,96000,7.99,360,780+,71-80,37-43,ID,Purchase,Primary,Multi-Family,ServicerC,2019
LN0000274,2021-12,122000,2.75,360,780+,71-80,44-50,ID,Purchase,Investment,Condo,ServicerB,2021
LN0000275,2019-11,107000,4.25,360,700-739,91-95,37-43,MT,Purchase,Primary,Co-op,ServicerE,2019
LN0000276,2018-05,413000,3.0,360,700-739,81-90,44-50,HI,Cash-Out Refinance,Secondary,Multi-Family,ServicerD,2018
LN0000277,2022-11,226000,6.5,360,740-779,<=60,37-43,MT,Other,Primary,Condo,ServicerA,2022
LN0000278,2022-06,183000,8.25,360,740-779,<=60,37-43,WV,Refinance,Primary,PUD,ServicerA,2022
LN0000279,2018-04,190000,5.0,360,740-779,71-80,37-43,ID,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2018
LN0000280,2020-04,246000,2.375,360,740-779,,29-36,HI,Cash-Out Refinance,Primary,Co-op,ServicerB,2020
LN0000281,2019-03,113000,2.375,360,780+,96-100,37-43,NH,Cash-Out Refinance,Primary,Co-op,ServicerB,2019
LN0000282,2018-01,132000,5.25,360,660-699,<=60,37-43,NE,Other,Primary,Single Family,ServicerA,2018
LN0000283,2019-08,171000,6.375,360,660-699,81-90,37-43,ID,Purchase,Primary,Multi-Family,ServicerE,2019
LN0000284,2022-02,267000,2.75,360,620-659,61-70,37-43,MS,Refinance,Primary,PUD,ServicerC,2022
LN0000285,2021-07,110000,2.5,360,700-739,<=60,44-50,WV,Other,Primary,PUD,ServicerA,2021
LN0000286,2022-04,153000,6.375,360,<620,<=60,44-50,NH,Refinance,Primary,PUD,ServicerB,2022
LN0000287,2021-08,190000,2.875,360,700-739,<=60,37-43,NM,Purchase,Primary,Co-op,ServicerC,2021
LN0000288,2021-04,316000,6.5,240,700-739,<=60,44-50,ID,Purchase,Investment,Co-op,ServicerA,2021
LN0000289,2019-11,153000,5.375,360,660-699,96-100,44-50,VT,Purchase,Investment,Multi-Family,ServicerB,2019
LN0000290,2018-02,120000,3.125,180,700-739,81-90,44-50,DE,Other,Primary,PUD,ServicerB,2018
LN0000291,2021-04,397000,3.3,360,<620,96-100,>50,KS,Purchase,Primary,Co-op,ServicerB,2021
LN0000292,2019-12,50000,5.0,360,,<=60,29-36,KS,Purchase,Primary,Co-op,ServicerD,2019
LN0000293,2022-08,117000,6.68,180,780+,71-80,44-50,NH,Refinance,Investment,Co-op,ServicerE,2022
LN0000294,2018-09,218000,3.625,360,660-699,<=60,37-43,NE,Purchase,Primary,Single Family,ServicerA,2018
LN0000295,2019-02,357000,3.75,360,620-659,96-100,>50,RI,Purchase,Primary,Multi-Family,ServicerA,2019
LN0000296,2021-03,120000,3.375,180,700-739,96-100,37-43,NV,Purchase,Primary,Condo,ServicerE,2021
LN0000297,2021-11,122000,2.875,360,740-779,71-80,44-50,RI,Cash-Out Refinance,Primary,Single Family,ServicerE,2021
LN0000298,2022-09,164000,6.25,240,660-699,<=60,37-43,NH,Refinance,Primary,Condo,ServicerB,2022
LN0000299,2022-06,121000,4.0,360,740-779,91-95,37-43,DE,Purchase,Primary,Single Family,ServicerA,2022
LN0000300,2021-10,384000,2.75,360,620-659,81-90,44-50,VT,Other,Primary,PUD,ServicerC,2021
LN0000301,2022-07,189000,8.4,120,<620,91-95,<=28,KS,Purchase,Investment,Single Family,ServicerD,2022
LN0000302,2022-08,88000,5.15,360,700-739,81-90,37-43,MT,Purchase,Secondary,PUD,ServicerA,2022
LN0000303,2019-12,139000,6.125,360,700-739,91-95,<=28,DE,Other,Primary,Condo,ServicerC,2019
LN0000304,2021-08,123000,11.25,360,740-779,91-95,>50,MT,Refinance,Primary,Multi-Family,ServicerA,2021
LN0000305,2020-04,166000,3.875,360,740-779,<=60,>50,NE,Purchase,Primary,Multi-Family,ServicerE,2020
LN0000306,2020-09,87000,3.25,360,780+,71-80,44-50,SD,Purchase,Primary,Multi-Family,ServicerE,2020
LN0000307,2021-11,157000,4.45,360,700-739,61-70,37-43,NH,Purchase,Primary,Multi-Family,ServicerE,2021
LN0000308,2019-05,271000,2.5,360,660-699,96-100,37-43,MT,Purchase,Primary,Co-op,ServicerD,2019
LN0000309,2021-02,217000,2.5,360,740-779,71-80,37-43,ID,Refinance,Primary,Co-op,ServicerD,2021
LN0000310,2020-04,94000,6.25,180,660-699,81-90,37-43,RI,Purchase,Primary,Single Family,ServicerE,2020
LN0000311,2020-06,82000,2.75,360,700-739,91-95,37-43,NE,Refinance,Primary,Co-op,ServicerE,2020
LN0000312,2020-09,252000,7.5,360,<620,96-100,44-50,ID,Purchase,Primary,PUD,ServicerA,2020
LN0000313,2018-03,171000,4.0,360,<620,91-95,>50,MT,Cash-Out Refinance,Primary,Single Family,ServicerD,2018
LN0000314,2019-04,125000,2.875,180,780+,<=60,44-50,RI,Refinance,Primary,PUD,ServicerA,2019
LN0000315,2021-12,196000,7.0,240,780+,<=60,37-43,WV,Purchase,Primary,Condo,ServicerA,2021
LN0000316,2019-12,329000,3.75,360,740-779,,44-50,NH,Refinance,Primary,Co-op,ServicerE,2019
LN0000317,2019-02,146000,2.75,360,700-739,<=60,44-50,KS,Refinance,Primary,Condo,ServicerB,2019
LN0000318,2021-07,196000,7.325,360,620-659,>100,>50,NE,Refinance,Primary,Single Family,ServicerC,2021
LN0000319,2020-09,226000,5.29,360,620-659,71-80,44-50,NH,Refinance,Investment,Co-op,ServicerC,2020
LN0000320,2021-07,214000,2.5,360,660-699,81-90,<=28,NE,Purchase,Primary,Co-op,ServicerB,2021
LN0000321,2018-04,162000,3.25,360,700-739,96-100,44-50,NM,Purchase,Primary,Single Family,ServicerA,2018
LN0000322,2021-07,191000,2.75,180,740-779,81-90,44-50,,Refinance,Primary,PUD,ServicerA,2021
LN0000323,2022-12,155000,6.5,240,740-779,71-80,37-43,ID,Purchase,Investment,Multi-Family,ServicerB,2022
LN0000324,2018-10,169000,3.75,360,,61-70,,DE,Purchase,Primary,PUD,ServicerA,2018
LN0000325,2021-08,72000,2.625,360,780+,91-95,>50,ID,Refinance,Primary,PUD,ServicerD,2021
LN0000326,2018-06,123000,2.625,360,740-779,71-80,44-50,ID,Cash-Out Refinance,Primary,Co-op,ServicerC,2018
LN0000327,2020-07,279000,7.875,360,700-739,<=60,29-36,NE,Purchase,Primary,Single Family,ServicerE,2020
LN0000328,2021-09,92000,2.875,360,740-779,<=60,<=28,MT,Refinance,Primary,Condo,ServicerD,2021
LN0000329,2022-10,219000,5.75,360,700-739,91-95,44-50,WY,Refinance,Secondary,Condo,ServicerB,2022
LN0000330,2019-08,73000,4.99,360,660-699,<=60,29-36,KS,Purchase,Primary,PUD,ServicerA,2019
LN0000331,2019-05,530000,5.125,360,660-699,61-70,>50,NE,Purchase,Primary,PUD,ServicerC,2019
LN0000332,2021-08,79000,3.125,360,740-779,61-70,>50,MS,Other,Primary,Co-op,ServicerE,2021
LN0000333,2018-07,271000,3.0,360,<620,71-80,37-43,ND,Purchase,Primary,Condo,ServicerE,2018
LN0000334,2020-11,250000,2.75,180,620-659,<=60,29-36,RI,Cash-Out Refinance,Primary,Co-op,ServicerB,2020
LN0000335,2021-12,111000,2.75,240,<620,>100,29-36,ID,Refinance,Primary,PUD,ServicerC,2021
LN0000336,2019-08,84000,3.25,360,<620,71-80,>50,WY,Cash-Out Refinance,Primary,Condo,ServicerA,2019
LN0000337,2019-10,156000,2.875,360,780+,81-90,37-43,NE,Refinance,Primary,Co-op,ServicerB,2019
LN0000338,2022-01,150000,2.75,360,740-779,96-100,37-43,SD,Purchase,Primary,Multi-Family,ServicerD,2022
LN0000339,2021-10,86000,4.75,180,700-739,<=60,37-43,SD,Refinance,Primary,Co-op,ServicerE,2021
LN0000340,2022-11,108000,4.0,360,620-659,<=60,29-36,NE,Cash-Out Refinance,Primary,Multi-Family,ServicerC,2022
LN0000341,2018-02,147000,6.49,120,700-739,71-80,<=28,ND,Purchase,Primary,Single Family,ServicerD,2018
LN0000342,2021-03,224000,4.125,360,700-739,81-90,44-50,NH,Refinance,Primary,Single Family,ServicerC,2021
LN0000343,2021-03,204000,4.125,360,620-659,81-90,<=28,ND,Cash-Out Refinance,Primary,PUD,ServicerC,2021
LN0000344,2018-05,78000,3.75,360,700-739,71-80,44-50,NH,Refinance,Primary,Single Family,ServicerE,2018
LN0000345,2021-06,100000,3.25,360,700-739,<=60,37-43,NH,Refinance,Primary,Multi-Family,ServicerE,2021
LN0000346,2019-08,129000,2.875,360,740-779,<=60,44-50,NH,Cash-Out Refinance,Primary,Condo,ServicerB,2019
LN0000347,2020-06,201000,3.125,360,740-779,96-100,29-36,WV,Purchase,Investment,PUD,ServicerC,2020
LN0000348,2021-05,200000,3.125,360,<620,71-80,29-36,ID,Refinance,Primary,Condo,ServicerB,2021
LN0000349,2021-05,149000,8.44,360,660-699,81-90,>50,ND,Refinance,Primary,Single Family,ServicerB,2021
LN0000350,2018-08,198000,2.999,360,740-779,<=60,37-43,SD,Purchase,Primary,Condo,ServicerB,2018
LN0000351,2018-12,293000,7.375,360,700-739,96-100,>50,ID,Other,Primary,Co-op,ServicerC,2018
LN0000352,2022-01,88000,3.75,360,780+,71-80,37-43,NE,Refinance,Primary,Multi-Family,ServicerB,2022
LN0000353,2020-04,298000,7.375,180,740-779,96-100,>50,NE,Refinance,Primary,Co-op,ServicerC,2020
LN0000354,2018-11,782000,3.5,360,620-659,71-80,<=28,ID,Purchase,Secondary,Multi-Family,ServicerC,2018
LN0000355,2018-01,304000,5.5,360,<620,91-95,>50,ID,Refinance,Primary,Single Family,ServicerE,2018
LN0000356,2019-04,100000,2.5,360,740-779,71-80,<=28,KS,Purchase,Primary,PUD,ServicerE,2019
LN0000357,2018-10,186000,4.5,360,<620,96-100,>50,NM,Purchase,Primary,Condo,ServicerC,2018
LN0000358,2019-04,212000,2.75,360,700-739,61-70,44-50,ID,Cash-Out Refinance,Primary,Multi-Family,ServicerA,2019
LN0000359,2019-08,77000,3.375,360,780+,71-80,44-50,NH,Cash-Out Refinance,Primary,Single Family,ServicerD,2019
LN0000360,2018-10,528000,2.99,180,700-739,81-90,>50,ID,Refinance,Primary,Co-op,ServicerD,2018
LN0000361,2019-08,241000,3.75,180,700-739,91-95,37-43,ID,Cash-Out Refinance,Primary,Co-op,ServicerC,2019
LN0000362,2020-06,201000,3.25,360,740-779,>100,29-36,ID,Purchase,Primary,PUD,ServicerC,2020
LN0000363,2019-10,140000,6.75,180,700-739,71-80,,RI,Cash-Out Refinance,Primary,Multi-Family,ServicerD,2019
LN0000364,2022-12,100000,3.0,360,700-739,71-80,44-50,MS,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2022
LN0000365,2018-03,317000,3.75,120,,71-80,37-43,ID,Refinance,Primary,Condo,ServicerC,2018
LN0000366,2020-02,73000,3.0,360,700-739,71-80,29-36,VT,Purchase,Primary,Condo,ServicerE,2020
LN0000367,2022-01,204000,3.874,360,780+,<=60,29-36,NM,Purchase,Primary,Single Family,ServicerA,2022
LN0000368,2020-10,197000,3.25,360,780+,71-80,37-43,NH,Purchase,Primary,Single Family,ServicerC,2020
LN0000369,2021-07,84000,7.0,360,620-659,,44-50,AK,Purchase,Primary,PUD,ServicerB,2021
LN0000370,2019-02,90000,3.125,240,<620,<=60,44-50,,Refinance,Primary,Co-op,ServicerA,2019
LN0000371,2022-12,86000,4.625,180,620-659,91-95,44-50,ID,Other,Primary,Co-op,ServicerE,2022
LN0000372,2019-02,296000,5.5,360,<620,61-70,37-43,HI,Cash-Out Refinance,Primary,Condo,ServicerE,2019
LN0000373,2020-11,432000,2.99,360,620-659,71-80,37-43,ID,Other,Primary,Single Family,ServicerB,2020
LN0000374,2022-02,286000,3.0,360,740-779,81-90,29-36,NE,Other,Primary,Condo,ServicerD,2022
LN0000375,2022-01,126000,2.75,180,<620,96-100,37-43,ID,Purchase,Primary,Single Family,ServicerE,2022
LN0000376,2020-09,247000,2.015,360,660-699,<=60,>50,HI,Refinance,Primary,Condo,ServicerD,2020
LN0000377,2021-11,204000,5.625,360,780+,71-80,>50,NH,Cash-Out Refinance,Primary,PUD,ServicerE,2021
LN0000378,2020-02,286000,4.125,360,<620,96-100,44-50,ID,Purchase,Primary,PUD,ServicerE,2020
LN0000379,2022-11,85000,2.75,360,740-779,71-80,44-50,MT,Refinance,Primary,Co-op,ServicerE,2022
LN0000380,2020-01,62000,2.875,360,660-699,91-95,37-43,NE,Purchase,Primary,Multi-Family,ServicerB,2020
LN0000381,2021-08,201000,3.875,360,620-659,71-80,44-50,MT,Purchase,Primary,Single Family,ServicerC,2021
LN0000382,2018-07,346000,8.25,360,740-779,81-90,>50,DE,Other,Primary,Co-op,ServicerD,2018
LN0000383,2020-11,184000,4.75,360,740-779,<=60,>50,NM,Purchase,Primary,Co-op,ServicerC,2020
LN0000384,2021-12,42000,2.625,360,780+,<=60,<=28,DE,Purchase,Primary,Condo,ServicerB,2021
LN0000385,2019-07,243000,5.0,240,740-779,71-80,<=28,RI,Cash-Out Refinance,Primary,Co-op,ServicerB,2019
LN0000386,2019-12,206000,10.125,360,740-779,71-80,37-43,NE,Purchase,Primary,Condo,ServicerA,2019
LN0000387,2022-11,118000,8.0,360,660-699,61-70,44-50,RI,Refinance,Primary,Condo,ServicerB,2022
LN0000388,2020-10,209000,6.625,360,620-659,81-90,37-43,ID,Cash-Out Refinance,Primary,Single Family,ServicerB,2020
LN0000389,2022-08,376000,3.75,360,740-779,81-90,29-36,RI,Cash-Out Refinance,Primary,Condo,ServicerA,2022
LN0000390,2021-07,78000,4.0,360,740-779,>100,29-36,NE,Purchase,Primary,Condo,ServicerD,2021
LN0000391,2022-05,161000,3.0,360,780+,71-80,37-43,NH,Purchase,Primary,Single Family,ServicerB,2022
LN0000392,2020-04,140000,5.5,240,700-739,,29-36,VT,Purchase,Primary,PUD,ServicerA,2020
LN0000393,2018-05,141000,3.5,360,660-699,71-80,44-50,ID,Refinance,Primary,Single Family,ServicerC,2018
LN0000394,2021-04,269000,4.25,360,740-779,71-80,37-43,MS,Purchase,Primary,Multi-Family,ServicerC,2021
LN0000395,2021-10,129000,4.0,360,660-699,81-90,>50,ID,Cash-Out Refinance,Primary,Single Family,ServicerA,2021
LN0000396,2022-11,92000,6.875,360,780+,81-90,37-43,MT,Purchase,Secondary,Co-op,ServicerE,2022
LN0000397,2021-06,424000,7.25,360,780+,91-95,29-36,ID,Purchase,Primary,Co-op,ServicerD,2021
LN0000398,2018-08,144000,7.125,360,700-739,<=60,<=28,NE,Purchase,Primary,Multi-Family,ServicerD,2018
LN0000399,2020-03,75000,8.95,360,740-779,96-100,44-50,NE,Refinance,Primary,Multi-Family,ServicerA,2020
LN0000400,2021-04,113000,2.5,180,740-779,<=60,29-36,NV,Cash-Out Refinance,Primary,Co-op,ServicerD,2021
LN0000401,2020-05,142000,4.5,360,620-659,<=60,>50,ID,Refinance,Primary,PUD,ServicerA,2020
LN0000402,2020-05,148000,2.625,360,780+,81-90,29-36,WV,Purchase,Primary,Condo,ServicerB,2020
LN0000403,2022-12,179000,2.5,360,700-739,81-90,,MT,Purchase,Primary,Co-op,ServicerD,2022
LN0000404,2020-09,110000,2.75,360,780+,71-80,44-50,ID,Purchase,Primary,Condo,ServicerD,2020
LN0000405,2018-09,130000,8.25,360,660-699,<=60,44-50,NE,Purchase,Primary,Condo,ServicerC,2018
LN0000406,2019-02,414000,5.25,360,780+,96-100,37-43,ID,Cash-Out Refinance,Primary,Condo,ServicerA,2019
LN0000407,2019-12,503000,2.875,360,700-739,91-95,<=28,NE,Purchase,Investment,Co-op,ServicerA,2019
LN0000408,2021-08,105000,4.25,360,<620,81-90,44-50,MT,Cash-Out Refinance,Primary,Single Family,ServicerE,2021
LN0000409,2022-04,181000,5.49,360,780+,81-90,44-50,NE,Cash-Out Refinance,Primary,Co-op,ServicerC,2022
LN0000410,2021-11,111000,3.25,360,620-659,96-100,37-43,WY,Purchase,Primary,Single Family,ServicerC,2021
LN0000411,2021-08,169000,2.25,240,660-699,71-80,29-36,AK,Purchase,Primary,Condo,ServicerA,2021
LN0000412,2018-02,327000,4.125,360,780+,<=60,44-50,ID,Refinance,Primary,PUD,ServicerC,2018
LN0000413,2020-04,117000,5.0,240,780+,<=60,37-43,ID,Refinance,Primary,PUD,ServicerD,2020
LN0000414,2021-12,118000,3.25,360,700-739,91-95,44-50,ID,Cash-Out Refinance,Primary,PUD,ServicerB,2021
LN0000415,2019-05,137000,8.5,360,740-779,61-70,37-43,MS,Purchase,Primary,Multi-Family,ServicerC,2019
LN0000416,2022-06,38000,4.74,360,700-739,81-90,>50,MS,Purchase,Primary,Multi-Family,ServicerB,2022
LN0000417,2021-09,106000,2.49,360,660-699,81-90,<=28,ND,Purchase,Primary,PUD,ServicerE,2021
LN0000418,2022-06,287000,5.875,360,660-699,<=60,44-50,NM,Other,Primary,Condo,ServicerD,2022
LN0000419,2021-12,186000,2.75,360,740-779,81-90,37-43,SD,Purchase,Primary,PUD,ServicerD,2021
LN0000420,2022-06,104000,4.0,180,740-779,61-70,37-43,ID,Refinance,Primary,PUD,ServicerE,2022
LN0000421,2020-12,32000,3.5,360,740-779,91-95,44-50,ND,Purchase,Primary,PUD,ServicerE,2020
LN0000422,2021-05,181000,3.5,360,740-779,96-100,29-36,VT,Purchase,Primary,PUD,ServicerC,2021
LN0000423,2020-05,259000,2.75,360,620-659,91-95,<=28,MT,Refinance,Primary,Multi-Family,ServicerB,2020
LN0000424,2019-02,214000,7.0,360,700-739,71-80,<=28,WV,Cash-Out Refinance,Primary,Co-op,ServicerA,2019
LN0000425,2019-06,161000,3.375,240,<620,>100,29-36,NM,Refinance,Primary,Single Family,ServicerC,2019
LN0000426,2018-12,241000,5.534,360,700-739,96-100,44-50,DE,Refinance,Primary,Condo,ServicerB,2018
LN0000427,2022-12,83000,2.625,360,700-739,91-95,37-43,RI,Cash-Out Refinance,Primary,PUD,ServicerD,2022
LN0000428,2019-04,70000,3.125,360,780+,71-80,29-36,DE,Refinance,Primary,Co-op,ServicerD,2019
LN0000429,2019-12,240000,3.475,180,660-699,96-100,37-43,NE,Purchase,Primary,Multi-Family,ServicerB,2019
LN0000430,2021-05,184000,3.875,360,620-659,,37-43,WV,Other,Primary,Condo,ServicerB,2021
LN0000431,2022-09,157000,2.75,360,620-659,91-95,44-50,DE,Cash-Out Refinance,Primary,Single Family,ServicerC,2022
LN0000432,2022-05,308000,2.875,360,740-779,91-95,29-36,NM,Purchase,Primary,Single Family,ServicerB,2022
LN0000433,2018-04,155000,3.125,360,740-779,61-70,44-50,NE,Refinance,Primary,PUD,ServicerB,2018
LN0000434,2020-04,98000,5.7,360,620-659,71-80,,NM,Refinance,Secondary,Single Family,ServicerE,2020
LN0000435,2020-03,200000,8.16,360,620-659,71-80,29-36,WY,Purchase,Primary,Single Family,ServicerD,2020
LN0000436,2020-01,114000,9.46,360,740-779,<=60,>50,WY,Refinance,Primary,Condo,ServicerE,2020
LN0000437,2022-03,223000,4.625,240,<620,<=60,<=28,,Purchase,Primary,Multi-Family,ServicerB,2022
LN0000438,2020-01,96000,2.875,360,780+,>100,37-43,MS,Purchase,Primary,Condo,ServicerB,2020
LN0000439,2018-09,110000,3.625,360,740-779,<=60,37-43,NE,Refinance,Investment,Co-op,ServicerB,2018
LN0000440,2020-12,415000,3.125,360,620-659,>100,44-50,ID,Cash-Out Refinance,Investment,PUD,ServicerC,2020
LN0000441,2019-11,478000,5.62,180,620-659,<=60,44-50,NH,Refinance,Primary,Condo,ServicerB,2019
LN0000442,2021-02,150000,4.09,360,780+,61-70,37-43,NE,Refinance,Primary,Multi-Family,ServicerA,2021
LN0000443,2018-10,383000,2.875,360,660-699,<=60,,KS,Purchase,Primary,Condo,ServicerD,2018
LN0000444,2020-08,262000,4.25,360,660-699,91-95,29-36,SD,Purchase,Primary,Condo,ServicerB,2020
LN0000445,2021-08,144000,4.5,120,740-779,96-100,37-43,MT,Refinance,Primary,Condo,ServicerD,2021
LN0000446,2020-03,56000,4.25,360,780+,61-70,>50,NV,Purchase,Primary,Co-op,ServicerB,2020
LN0000447,2018-05,158000,2.5,360,780+,71-80,44-50,ID,Refinance,Primary,PUD,ServicerD,2018
LN0000448,2021-02,158000,3.0,360,740-779,61-70,37-43,NM,Refinance,Primary,Condo,ServicerB,2021
LN0000449,2018-07,109000,2.99,360,660-699,<=60,37-43,NH,Cash-Out Refinance,Primary,Single Family,ServicerE,2018
LN0000450,2021-02,355000,6.25,360,620-659,81-90,29-36,WV,Cash-Out Refinance,Primary,PUD,ServicerD,2021
LN0000451,2022-11,128000,3.25,360,740-779,96-100,<=28,ID,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2022
LN0000452,2018-03,170000,3.95,180,700-739,71-80,44-50,ID,Cash-Out Refinance,Primary,Condo,ServicerA,2018
LN0000453,2019-10,160000,2.875,360,700-739,96-100,37-43,ID,Purchase,Investment,Co-op,ServicerC,2019
LN0000454,2020-02,66000,2.25,360,780+,61-70,>50,SD,Purchase,Primary,Multi-Family,ServicerB,2020
LN0000455,2019-02,207000,2.69,360,620-659,71-80,37-43,VT,Refinance,Primary,PUD,ServicerC,2019
LN0000456,2022-07,109000,2.375,360,700-739,<=60,37-43,KS,Refinance,Primary,Single Family,ServicerC,2022
LN0000457,2022-10,128000,6.99,360,<620,81-90,44-50,ID,Purchase,Primary,Multi-Family,ServicerC,2022
